Open,High,Close,Low,Volume,Date
1.52,1.545,1.515,1.49,623275,21-11-2018
1.52,1.54,1.48,1.455,723123,22-11-2018
1.48,1.53,1.495,1.465,577983,23-11-2018
1.465,1.505,1.455,1.45,339487,26-11-2018
1.46,1.503,1.485,1.46,423578,27-11-2018
1.46,1.503,1.425,1.4,843846,28-11-2018
1.44,1.555,1.53,1.43,880468,29-11-2018
1.53,1.54,1.5,1.46,785405,30-11-2018
1.495,1.595,1.595,1.49,479608,03-12-2018
1.555,1.615,1.545,1.505,570239,04-12-2018
1.54,1.54,1.495,1.48,424911,05-12-2018
1.5,1.518,1.48,1.47,466948,06-12-2018
1.5,1.53,1.52,1.48,201673,07-12-2018
1.52,1.52,1.445,1.425,599987,10-12-2018
1.475,1.475,1.42,1.41,400667,11-12-2018
1.42,1.5,1.495,1.41,619637,12-12-2018
1.455,1.495,1.475,1.447,329635,13-12-2018
1.46,1.495,1.425,1.405,558664,14-12-2018
1.41,1.485,1.475,1.41,159318,17-12-2018
1.45,1.45,1.4,1.4,502862,18-12-2018
1.425,1.435,1.39,1.38,345686,19-12-2018
1.38,1.39,1.355,1.35,476573,20-12-2018
1.35,1.365,1.35,1.305,694615,21-12-2018
1.345,1.39,1.37,1.335,117501,24-12-2018
1.385,1.423,1.395,1.37,505697,27-12-2018
1.4,1.405,1.38,1.375,117244,28-12-2018
1.38,1.395,1.355,1.35,149026,31-12-2018
1.37,1.37,1.35,1.33,317747,02-01-2019
1.35,1.4,1.35,1.34,659215,03-01-2019
1.345,1.355,1.33,1.31,316220,04-01-2019
1.35,1.38,1.355,1.335,356716,07-01-2019
1.375,1.38,1.35,1.34,386753,08-01-2019
1.36,1.41,1.38,1.35,514536,09-01-2019
1.37,1.375,1.33,1.325,449411,10-01-2019
1.33,1.345,1.32,1.305,443083,11-01-2019
1.305,1.315,1.285,1.26,594699,14-01-2019
1.31,1.31,1.28,1.275,384139,15-01-2019
1.28,1.293,1.275,1.255,596856,16-01-2019
1.275,1.325,1.3,1.273,643661,17-01-2019
1.3,1.365,1.36,1.29,672881,18-01-2019
1.37,1.465,1.455,1.37,803808,21-01-2019
1.465,1.465,1.415,1.395,459488,22-01-2019
1.415,1.435,1.385,1.38,358341,23-01-2019
1.395,1.395,1.355,1.35,335068,24-01-2019
1.38,1.445,1.44,1.355,647182,25-01-2019
1.445,1.445,1.37,1.35,704828,29-01-2019
1.375,1.375,1.32,1.315,571590,30-01-2019
1.325,1.35,1.315,1.31,444130,31-01-2019
1.285,1.315,1.275,1.235,1344514,01-02-2019
1.28,1.295,1.26,1.255,513736,04-02-2019
1.14,1.205,1.19,0.975,4375312,05-02-2019
1.16,1.165,1.135,1.11,1665097,06-02-2019
1.135,1.17,1.16,1.1,1685861,07-02-2019
1.15,1.16,1.13,1.11,513973,08-02-2019
1.125,1.135,1.095,1.08,781547,11-02-2019
